title,year,genre,country,imdbRating,imdbVotes
Naked Lunch,1991,Drama,"Canada, UK, Japan",7.1,32691
To Die For,1995,"Comedy, Crime, Drama","USA, UK, Canada",6.8,32715
A Nightmare on Elm Street 4: The Dream Master,1988,"Horror, Thriller",USA,5.6,32719
The Natural,1984,"Drama, Sport",USA,7.6,32748
The Three Burials of Melquiades Estrada,2005,"Adventure, Crime, Drama","France, USA",7.5,32753
Rising Sun,1993,"Action, Crime, Drama",USA,6.2,32760
Cradle 2 the Grave,2003,"Action, Crime, Drama",USA,5.8,32773
The Battle of Algiers,1966,"Drama, History, War","Italy, Algeria",8.2,32809
Narc,2002,"Crime, Mystery, Thriller","USA, Canada",7.2,32820
Kickboxer,1989,"Action, Sport, Thriller",USA,6.3,32826
Mr. Magorium's Wonder Emporium,2007,"Comedy, Family, Fantasy","USA, Canada",6.2,32851
La scuola serale,2018,Comedy,USA,5.6,32865
Mortdecai,2015,"Action, Comedy, Mystery","UK, USA",5.5,32879
Kahaani,2012,"Drama, Mystery, Thriller",India,8.2,32886
Kidnap,2017,"Action, Crime, Drama",USA,5.9,32897
Blue Ruin,2013,"Crime, Drama, Thriller","USA, France",7.1,32905
The Purple Rose of Cairo,1985,"Comedy, Fantasy, Romance",USA,7.8,32929
Whale Rider,2002,"Drama, Family","New Zealand, Germany",7.7,32931
The Kid,2000,"Comedy, Family, Fantasy",USA,6,32935
Rob Roy,1995,"Adventure, Biography","USA, UK",6.9,32960
Bhaag Milkha Bhaag,2013,"Biography, Drama, History",India,8.4,32968
Shadow of the Vampire,2000,"Drama, Horror","UK, USA, Luxembourg",6.9,32976
Dirty Pretty Things,2002,"Crime, Drama, Thriller",UK,7.4,33015
Vishwaroopam,2013,"Action, Adventure, Crime",India,8.8,33015
High Plains Drifter,1973,Western,USA,7.6,33054
Shall We Dance,2004,"Comedy, Drama, Romance",USA,6.1,33059
Moonstruck,1987,"Comedy, Drama, Romance",USA,7.1,33067
Krym,2017,"Action, Drama",Russia,6.9,33073
Overboard,2018,"Comedy, Romance","USA, Mexico",6.0,33083
The Hitcher,2007,"Action, Crime, Thriller",USA,5.6,33123
Sister Act 2: Back in the Habit,1993,"Comedy, Music",USA,5.3,33183
Munna Bhai M.B.B.S.,2003,"Comedy, Drama",India,8.4,33190
A Wednesday,2008,"Crime, Drama, Mystery",India,8.4,33224
Under the Tuscan Sun,2003,"Comedy, Drama, Romance","USA, Italy",6.7,33226
Short Cuts,1993,"Comedy, Drama",USA,7.7,33226
Swimming Pool,2003,"Drama, Thriller","France, UK",6.8,33258
Draft Day,2014,"Drama, Sport",USA,6.8,33266
Death at a Funeral,2010,Comedy,USA,5.6,33274
Last Tango in Paris,1972,"Drama, Romance","France, Italy",7.2,33289
Black Sheep,2006,"Comedy, Horror, Sci-Fi",New Zealand,5.8,33291
Sleeping with the Enemy,1991,"Crime, Drama, Thriller",USA,6.1,33303
Deconstructing Harry,1997,Comedy,USA,7.4,33311
How Do You Know,2010,"Comedy, Drama, Romance",USA,5.3,33327
Stone,2010,"Drama, Thriller",USA,5.4,33349
The Boxtrolls,2014,"Animation, Adventure, Comedy",USA,6.8,33374
The Hunted,2003,"Action, Crime, Drama",USA,6,33376
The Wife - Vivere nell'ombra,2017,Drama,"UK, Sweden, USA",7.2,33383
The Perfection,2018,"Drama, Horror, Thriller",USA,6.1,33388
Over the Top,1987,"Action, Drama, Sport",USA,5.6,33405
Kill the Irishman,2011,"Action, Biography, Crime",USA,7.2,33406
You Will Meet a Tall Dark Stranger,2010,"Comedy, Drama, Romance","USA, Spain",6.3,33409
Carriers,2009,"Drama, Horror, Sci-Fi",USA,6.1,33421
Il viaggio delle ragazze,2017,"Adventure, Comedy, Drama","USA, Canada",6.2,33440
Varsity Blues,1999,"Comedy, Drama, Romance",USA,6.4,33454
Prime,2005,"Comedy, Drama, Romance",USA,6.3,33458
Lilya 4-Ever,2002,"Crime, Drama","Sweden, Denmark",7.9,33459
Serenity - L'isola dell'inganno,2019,"Drama, Mystery, Thriller","UK, USA",5.4,33464
Sierra Burgess è una sfigata,2018,"Comedy, Drama, Romance",USA,5.8,33472
Black Dynamite,2009,"Action, Comedy",USA,7.4,33479
Carriers,2009,"Drama, Horror, Sci-Fi",USA,6.1,33494
The Collection,2012,"Horror, Thriller",USA,6.1,33523
Murder on the Orient Express,1974,Mystery,UK,7.3,33534
Airplane II: The Sequel,1982,Comedy,USA,6.1,33560
The Collection,2012,"Horror, Thriller",USA,6.1,33570
Down by Law,1986,"Comedy, Crime, Drama","USA, West Germany",7.9,33597
The Guns of Navarone,1961,"Action, Adventure, Drama","UK, USA",7.6,33609
"See No Evil, Hear No Evil",1989,"Comedy, Crime, Thriller",USA,6.8,33661
Candy,2006,"Drama, Romance",Australia,7.3,33661
Overboard,1987,"Comedy, Romance",USA,6.7,33665
History of the World: Part I,1981,Comedy,USA,6.9,33668
Calvary,2014,Drama,"Ireland, UK",7.4,33679
Death to Smoochy,2002,"Comedy, Crime, Drama","USA, UK, Germany",6.4,33694
The Age of Innocence,1993,"Drama, Romance",USA,7.2,33720
Michael,1996,"Comedy, Drama, Fantasy",USA,5.6,33722
The Producers,2005,"Comedy, Musical",USA,6.4,33729
The Lady Vanishes,1938,"Comedy, Mystery, Thriller",UK,8,33752
Somewhere,2010,"Comedy, Drama","USA, UK, Italy, Japan",6.4,33753
Flyboys,2006,"Action, Adventure, Drama","UK, USA",6.6,33754
Disclosure,1994,"Drama, Thriller",USA,6,33771
Reality Bites,1994,"Comedy, Drama, Romance",USA,6.6,33829
Miracle,2004,"Biography, Drama, History",USA,7.5,33837
Parenthood,1989,"Comedy, Drama",USA,7,33843
A Serbian Film,2010,"Drama, Horror, Mystery",Serbia,5.3,33858
Balls of Fury,2007,"Comedy, Crime, Sport",USA,5.3,33887
Days of Heaven,1978,"Drama, Romance",USA,8,33888
Under Siege 2: Dark Territory,1995,"Action, Thriller",USA,5.4,33914
Man on Wire,2008,"Documentary, Biography, History","UK, USA",7.9,33935
Peter Rabbit,2018,"Adventure, Comedy, Family","USA, Australia, UK",6.6,33945
Automata,2014,"Action, Sci-Fi, Thriller","Bulgaria, USA, Spain, Canada",6.1,33950
Cabaret,1972,"Drama, Musical, Romance",USA,7.9,33951
Don 2,2011,"Action, Crime, Drama","India, Germany",7.1,33979
The Man Who Would Be King,1975,Adventure,"UK, USA",7.9,34023
Little Women,1994,"Drama, Romance","USA, Canada",7.3,34032
Invasion of the Body Snatchers,1978,"Horror, Sci-Fi",USA,7.4,34043
"The Adventures of Priscilla, Queen of the Desert",1994,"Comedy, Music, Romance","Australia, UK",7.5,34043
Lolita,1997,"Drama, Romance","USA, France",6.9,34072
He Got Game,1998,"Drama, Sport",USA,6.9,34074
Forever Young,1992,"Drama, Romance, Sci-Fi",USA,6.2,34078
He Got Game,1998,"Drama, Sport",USA,6.9,34114
MacGruber,2010,"Action, Comedy, Romance",USA,5.4,34128
My Own Private Idaho,1991,Drama,USA,7.1,34128
Footloose,2011,"Comedy, Drama, Music",USA,5.8,34170
Dragged Across Concrete - Poliziotti al limite,2018,"Action, Crime, Drama","Canada, UK, USA",7.0,34185
Bad Taste,1987,"Comedy, Horror, Sci-Fi",New Zealand,6.7,34190
Passenger 57,1992,"Action, Crime, Thriller",USA,5.8,34205
The Big Wedding,2013,Comedy,USA,5.6,34221
The Wedding Date,2005,"Comedy, Romance",USA,6.1,34224
Edtv,1999,"Comedy, Drama",USA,6.1,34229
Veronica,2017,Horror,Spain,6.2,34261
Mimic,1997,"Horror, Sci-Fi",USA,5.9,34304
Bachelorette,2012,"Comedy, Romance",USA,5.3,34309
Buffalo '66,1998,"Comedy, Drama",USA,7.5,34328
Honey,2003,"Drama, Music, Romance",USA,5.2,34339
Revenge,2017,"Action, Horror, Thriller","France, Belgium",6.3,34350
Nothing to Lose,1997,"Action, Adventure, Comedy",USA,6.7,34373
Stolen,2012,"Action, Crime, Drama",USA,5.5,34388
Tell No One,2006,"Crime, Drama, Mystery",France,7.6,34395
3 Men and a Baby,1987,"Comedy, Drama, Family",USA,5.9,34398
Bull Durham,1988,"Comedy, Romance, Sport",USA,7.1,34399
Far from Heaven,2002,Drama,"USA, France",7.4,34407
Cirque du Freak: The Vampire's Assistant,2009,"Action, Adventure, Fantasy",USA,6,34416
Flash Gordon,1980,"Action, Adventure, Sci-Fi","UK, USA",6.4,34416
Proof,2005,"Drama, Mystery",USA,6.8,34441
The Book of Life,2014,"Animation, Adventure, Comedy",USA,7.3,34487
Asterix and Obelix Meet Cleopatra,2002,"Adventure, Comedy, Family","France, Germany",6.6,34491
Ingrid va a ovest,2017,"Comedy, Drama",USA,6.6,34497
Judy,2019,"Biography, Drama, Romance","UK, France, USA",6.8,34502
The Cabinet of Dr. Caligari,1920,"Crime, Horror, Thriller",Germany,8.1,34504
Two for the Money,2005,"Drama, Sport, Thriller",USA,6.2,34534
Red Cliff,2008,"Action, Adventure, Drama","China, Hong Kong, Japan, Taiwan, South Korea",7.4,34540
One Fine Day,1996,"Comedy, Drama, Romance",USA,6.4,34544
The Wind That Shakes the Barley,2006,"Drama, History, War","Ireland, UK, Germany, Italy, Spain, France, Belgium, Switzerland",7.5,34563
The Piano Teacher,2001,Drama,"Austria, France, Germany",7.4,34573
The Wind Rises,2013,"Animation, Biography, Drama",Japan,7.8,34579
Cargo,2017,"Drama, Horror, Sci-Fi",Australia,6.3,34590
Two Night Stand,2014,"Comedy, Romance",USA,6.4,34590
The Counterfeiters,2007,"Crime, Drama, War","Austria, Germany",7.6,34603
Fever Pitch,2005,"Comedy, Drama, Romance","USA, Germany",6.2,34635
My Sassy Girl,2001,"Comedy, Drama, Romance",South Korea,8.2,34641
Sydney White,2007,"Comedy, Romance",USA,6.3,34662
Friends with Kids,2011,"Comedy, Drama, Romance",USA,6.2,34668
The Sessions,2012,"Biography, Comedy, Drama",USA,7.2,34688
"Sal�, or the 120 Days of Sodom",1975,"Drama, War","Italy, France",6,34695
The Company Men,2010,Drama,"UK, USA",6.8,34698
The Money Pit,1986,Comedy,USA,6.2,34699
The Piano Teacher,2001,Drama,"Austria, France, Germany",7.4,34706
Motherless Brooklyn - I segreti di una città,2019,"Crime, Drama, Mystery",USA,6.8,34759
Curse of the Golden Flower,2006,"Drama, Romance","Hong Kong, China",7,34766
An American Tail,1986,"Animation, Comedy, Drama",USA,6.9,34847
Wet Hot American Summer,2001,"Comedy, Romance",USA,6.7,34860
The War of the Roses,1989,Comedy,USA,6.8,34874
New Nightmare,1994,"Fantasy, Horror, Mystery",USA,6.4,34891
The Wind Rises,2013,"Animation, Biography, Drama",Japan,7.8,34921
Nine Queens,2000,"Crime, Drama, Thriller",Argentina,7.9,34921
Transamerica,2005,"Adventure, Comedy, Drama",USA,7.5,34936
The Pirates! Band of Misfits,2012,"Animation, Adventure, Comedy","UK, USA",6.7,34976
My Best Friend's Girl,2008,"Comedy, Romance",USA,5.9,34997
The Odd Life of Timothy Green,2012,"Comedy, Drama, Family",USA,6.6,35019
Walk of Shame,2014,Comedy,USA,6,35051
Police Academy 2: Their First Assignment,1985,"Comedy, Crime",USA,5.6,35056
The DUFF,2015,Comedy,USA,6.6,35057
Fletch,1985,"Comedy, Crime, Mystery",USA,6.9,35087
La Llorona - Le lacrime del male,2019,"Horror, Mystery, Thriller",USA,5.3,35088
The Silence,2019,"Drama, Horror, Sci-Fi","Canada, Germany",5.3,35091
"Sex, Lies, and Videotape",1989,Drama,USA,7.2,35093
Gangs of Wasseypur,2012,"Action, Crime, Drama",India,8.4,35127
The Big Blue,1988,"Action, Adventure, Drama","France, USA, Italy",7.7,35153
Cannibal Holocaust,1980,"Adventure, Horror",Italy,6,35157
Dinosaur,2000,"Animation, Adventure, Family",USA,6.4,35188
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,"Comedy, Crime",USA,6.6,35188
Fired Up!,2009,Comedy,USA,6.2,35248
Sleuth,1972,"Mystery, Thriller","USA, UK",8.1,35256
District 13: Ultimatum,2009,"Action, Crime, Thriller",France,6.5,35257
Much Ado About Nothing,1993,"Comedy, Drama, Romance","UK, USA",7.4,35290
"Aguirre, the Wrath of God",1972,"Adventure, Drama, History",West Germany,8,35322
Dilwale Dulhania Le Jayenge,1995,"Comedy, Drama, Musical",India,8.3,35349
Airheads,1994,"Comedy, Music",USA,6,35357
In America,2002,Drama,"Ireland, UK",7.8,35373
Dangerous Minds,1995,"Biography, Drama",USA,6.4,35397
Tin Cup,1996,"Comedy, Drama, Romance",USA,6.3,35489
Empire Records,1995,"Comedy, Drama, Music",USA,6.7,35545
Pathfinder,2007,"Action, Adventure, Drama",USA,5.4,35546
The Pink Panther,1963,"Comedy, Crime",USA,7.2,35575
Friday the 13th Part 2,1981,"Horror, Mystery, Thriller",USA,6,35584
The Flowers of War,2011,"Drama, History, War","China, Hong Kong",7.6,35588
The Flowers of War,2011,"Drama, History, War","China, Hong Kong",7.6,35631
Frantic,1988,"Crime, Drama, Mystery","USA, France",6.9,35636
Employee of the Month,2006,"Comedy, Romance",USA,5.5,35645
Without a Paddle,2004,"Adventure, Comedy, Mystery","USA, New Zealand",5.9,35650
Re-Animator,1985,"Comedy, Horror, Sci-Fi",USA,7.3,35653
Extract,2009,"Comedy, Crime, Romance",USA,6.2,35663
The Visitor,2007,Drama,USA,7.7,35682
Anon,2018,"Crime, Drama, Mystery","Germany, USA, Canada",6.1,35705
Waitress,2007,"Comedy, Drama, Romance",USA,7.1,35707
Can't Hardly Wait,1998,"Comedy, Romance",USA,6.5,35724
Departures,2008,"Drama, Music",Japan,8.1,35727
Loaded Weapon 1,1993,"Action, Comedy, Crime",USA,6.1,35733
Hobo with a Shotgun,2011,"Action, Comedy, Thriller",Canada,6.1,35739
An Officer and a Gentleman,1982,"Drama, Romance",USA,7,35749
After Hours,1985,"Comedy, Crime, Drama",USA,7.7,35796
Downton Abbey,2019,"Drama, Romance","UK, USA",7.4,35846
Mongol: The Rise of Genghis Khan,2007,"Adventure, Biography, Drama","Russia, Germany, Kazakhstan",7.3,35870
Alive,1993,"Action, Adventure, Biography","USA, Canada",7,35896
Nine,2009,"Drama, Musical, Romance","USA, Italy",5.9,35900
Kung Pow: Enter the Fist,2002,"Action, Comedy","USA, Hong Kong",6.2,35944
Rules of Engagement,2000,"Action, Drama, War","UK, Germany, Canada, USA",6.4,35946
Vampire Academy,2014,"Action, Comedy, Fantasy","USA, India",5.6,35964
Weekend at Bernie's,1989,Comedy,USA,6.3,35981
The Reaping,2007,"Horror, Thriller",USA,5.7,35984
Perfect Stranger,2007,"Crime, Mystery, Thriller",USA,5.7,35988
Winter's Tale,2014,"Drama, Fantasy, Mystery",USA,6.2,35991
Timecrimes,2007,"Sci-Fi, Thriller",Spain,7.2,36021
3-Iron,2004,"Crime, Drama, Romance","South Korea, Japan",8.1,36056
Gomorrah,2008,"Crime, Drama",Italy,7,36065
No Man's Land,2001,"Drama, War","Bosnia and Herzegovina, France, Slovenia, Italy, UK, Belgium",8,36105
The Good Girl,2002,"Comedy, Drama, Romance","USA, Germany, Netherlands",6.5,36123
Dogtooth,2009,Drama,Greece,7.2,36148
Breakdown,1997,"Crime, Drama, Mystery",USA,6.9,36149
Grave Encounters,2011,"Adventure, Horror, Thriller",Canada,6.1,36190
Kal Ho Naa Ho,2003,"Comedy, Drama, Romance",India,8.1,36210
11:14,2003,"Comedy, Crime, Drama","USA, Canada",7.2,36217
Che: Part One,2008,"Biography, Drama, History","France, Spain, USA",7.2,36251
Frances Ha,2012,"Comedy, Drama",USA,7.4,36262
The Return of the Living Dead,1985,"Comedy, Horror",USA,7.3,36267
Fair Game,2010,"Biography, Drama, Thriller","USA, United Arab Emirates",6.8,36285
Magic in the Moonlight,2014,"Comedy, Romance","USA, UK",6.6,36296
Pale Rider,1985,"Romance, Western",USA,7.3,36299
Ma,2019,"Horror, Mystery, Thriller","USA, Japan",5.6,36323
The Fan,1996,"Action, Drama, Sport",USA,5.8,36344
Last Night,2010,"Drama, Romance","USA, France",6.6,36362
French Kiss,1995,"Comedy, Drama, Romance","UK, USA",6.5,36381
The Best Years of Our Lives,1946,"Drama, Romance, War",USA,8.2,36399
The Killer,1989,"Action, Crime, Drama",Hong Kong,7.9,36458
3000 Miles to Graceland,2001,"Action, Comedy, Crime",USA,5.9,36473
Hard Boiled,1992,"Action, Crime, Drama",Hong Kong,7.9,36499
American Animals,2018,"Biography, Crime, Drama","UK, USA",7.0,36523
The Best Years of Our Lives,1946,"Drama, Romance, War",USA,8.2,36573
A Man Apart,2003,"Action, Crime, Drama","USA, Germany",6.1,36574
Menace II Society,1993,"Crime, Drama, Thriller",USA,7.5,36590
THX 1138,1971,"Drama, Sci-Fi, Thriller",USA,6.8,36591
The Rebound,2009,"Comedy, Romance",USA,6.4,36602
Black Rain,1989,"Action, Crime, Thriller",USA,6.6,36629
After the Sunset,2004,"Action, Comedy, Crime",USA,6.3,36636
Chariots of Fire,1981,"Drama, History, Sport",UK,7.3,36661
Seeking Justice,2011,"Action, Drama, Thriller",USA,6.2,36710
Courage Under Fire,1996,"Action, Drama, Mystery",USA,6.6,36735
Zindagi Na Milegi Dobara,2011,"Adventure, Comedy, Drama",India,8.1,36742
The Legend of 1900,1998,"Drama, Music, Romance",Italy,8.1,36768
The Jewel of the Nile,1985,"Action, Adventure, Comedy",USA,6,36773
Seeking Justice,2011,"Action, Drama, Thriller",USA,6.2,36781
Chungking Express,1994,"Comedy, Drama, Romance",Hong Kong,8.1,36787
The Adventures of Robin Hood,1938,"Action, Adventure, Romance",USA,8,36789
The Golden Child,1986,"Action, Adventure, Comedy",USA,5.8,36790
National Security,2003,"Action, Comedy, Crime",USA,5.5,36795
Logan's Run,1976,"Action, Adventure, Romance",USA,6.8,36796
Night on Earth,1991,"Comedy, Drama","France, UK, Germany, USA, Japan",7.8,36866
Bullet to the Head,2012,"Action, Crime, Thriller",USA,5.7,36884
Battleship Potemkin,1925,"History, War",Soviet Union,8,36901
The Adventures of Robin Hood,1938,"Action, Adventure, Romance",USA,8,36916
All'ombra della luna,2019,"Crime, Mystery, Sci-Fi","USA, Canada",6.2,36941
Bride of Chucky,1998,"Comedy, Horror, Romance","Canada, USA",5.3,36953
Durante la tormenta,2018,"Drama, Fantasy, Mystery",Spain,7.4,36972
Maria regina di Scozia,2018,"Biography, Drama, History","UK, USA",6.3,36993
Diabolique,1955,"Drama, Horror, Thriller",France,8.2,37017
Perfect Sense,2011,"Drama, Romance, Sci-Fi","UK, Sweden, Denmark, Ireland",7.1,37018
The Last Temptation of Christ,1988,Drama,"USA, Canada",7.6,37063
Bride of Chucky,1998,"Comedy, Horror, Romance","Canada, USA",5.3,37070
MythBusters,2003�,"Documentary, Mystery",USA,8.4,37096
City Slickers,1991,Comedy,USA,6.7,37101
Terms of Endearment,1983,"Comedy, Drama",USA,7.4,37109
Ikiru,1952,Drama,Japan,8.3,37109
The Runaways,2010,"Biography, Drama, History",USA,6.6,37125
Chakde! India,2007,"Drama, Family, Sport",India,8.4,37173
The Producers,1967,Comedy,USA,7.7,37184
Revenge of the Nerds,1984,Comedy,USA,6.6,37186
Bobby,2006,"Drama, History",USA,7,37186
The Last Kiss,2006,"Comedy, Drama, Romance",USA,6.5,37231
All Good Things,2010,"Crime, Drama, Mystery",USA,6.3,37241
Star Wars: The Clone Wars,2008,"Animation, Action, Adventure",USA,5.8,37269
Absolute Power,1997,"Action, Crime, Drama",USA,6.7,37270
The Dirt,2019,"Biography, Comedy, Drama",USA,7.0,37295
The Beaver,2011,Drama,"USA, United Arab Emirates",6.7,37334
Bubba Ho-Tep,2002,"Comedy, Fantasy, Mystery",USA,7.2,37342
La signora dello zoo di Varsavia,2017,"Biography, Drama, History","Czech Republic, UK, USA",7.0,37379
Everything Must Go,2010,"Comedy, Drama",USA,6.4,37437
Jab Tak Hai Jaan,2012,"Drama, Romance",India,6.9,37472
The Covenant,2006,"Action, Fantasy, Horror",USA,5.3,37486
Grizzly Man,2005,"Documentary, Biography",USA,7.8,37486
Blackfish,2013,Documentary,USA,8.1,37537
Hamilton,2020,"Biography, Drama, History",USA,8.7,37551
Dead Man's Shoes,2004,"Crime, Drama, Thriller",UK,7.7,37574
The 39 Steps,1935,"Mystery, Thriller",UK,7.8,37586
The Back-up Plan,2010,"Comedy, Romance",USA,5.2,37590
Coherence,2013,"Sci-Fi, Thriller","USA, UK",7.1,37605
A Bridge Too Far,1977,"Drama, History, War","USA, UK",7.4,37616
"New York, I Love You",2008,"Comedy, Drama, Romance",USA,6.3,37661
Where Eagles Dare,1968,"Action, Adventure, War","UK, USA",7.7,37698
"Black Cat, White Cat",1998,"Comedy, Crime, Music","France, Germany, Federal Republic of Yugoslavia, Austria, Greece",8.1,37700
Taxi 2,2000,"Action, Comedy, Crime",France,6.4,37727
City of Crime,2019,"Action, Crime, Drama","China, USA",6.6,37738
Il diritto di opporsi,2019,"Biography, Crime, Drama",USA,7.6,37753
Life as a House,2001,Drama,USA,7.5,37766
Stuber - Autista d'assalto,2019,"Action, Comedy, Crime",USA,6.2,37773
Blow-Up,1966,"Drama, Mystery, Thriller","UK, Italy, USA",7.7,37801
The Hole,2001,"Drama, Horror, Mystery",UK,6.2,37842
Blow-Up,1966,"Drama, Mystery, Thriller","UK, Italy, USA",7.7,37849
The Lion King 2: Simba's Pride,1998,"Animation, Adventure, Family","USA, Australia",6.4,37864
Paprika,2006,"Animation, Mystery, Sci-Fi",Japan,7.7,37887
Bad Company,2002,"Action, Adventure, Comedy","USA, Czech Republic",5.6,37967
The Benchwarmers,2006,"Comedy, Sport",USA,5.6,37969
London Boulevard,2010,"Crime, Drama","USA, UK",6.3,37980
Martha Marcy May Marlene,2011,"Drama, Thriller",USA,7,37981
The Wrong Trousers,1993,"Animation, Short, Comedy",UK,8.4,37989
The Cove,2009,"Documentary, Crime",USA,8.5,38009
Very Bad Things,1998,"Comedy, Crime, Thriller",USA,6.3,38031
The Rescuers,1977,"Animation, Adventure, Family",USA,6.9,38083
The Gambler,2014,"Crime, Drama, Thriller",USA,6,38092
The Man from Nowhere,2010,"Action, Crime, Thriller",South Korea,7.9,38093
What If,2013,"Comedy, Romance","Ireland, Canada",6.8,38095
Chain Reaction,1996,"Action, Drama, Sci-Fi",USA,5.5,38101
Don't Say a Word,2001,"Crime, Drama, Mystery","USA, Australia, Switzerland, Canada",6.3,38130
